language,family,subfamily,concept,ipa
myv,Uralic,Mordvin,268_side,j o n
myv,Uralic,Mordvin,268_side,tɕʲ i rʲ e
myv,Uralic,Mordvin,269_middle,k u n ʃ k a
myv,Uralic,Mordvin,26_arm,k e dʲ
myv,Uralic,Mordvin,270_item,p rʲ e d mʲ e t
myv,Uralic,Mordvin,271_thing,tʲ e v
myv,Uralic,Mordvin,271_thing,v e ɕ tɕ a
myv,Uralic,Mordvin,272_fringe,p e
myv,Uralic,Mordvin,272_fringe,tɕʲ i rʲ e
myv,Uralic,Mordvin,273_edge,j i r dʲ e z
myv,Uralic,Mordvin,274_corner,u ʒ o
myv,Uralic,Mordvin,275_tip,p rʲ a ɲ e
myv,Uralic,Mordvin,275_tip,p e
myv,Uralic,Mordvin,276_end,p e
myv,Uralic,Mordvin,277_hole,v a rʲ a
myv,Uralic,Mordvin,278_angle,u ʒ o
myv,Uralic,Mordvin,279_pattern,sʲ o r m a
myv,Uralic,Mordvin,27_elbow,k e ɲ e rʲ e p a k a rʲ
myv,Uralic,Mordvin,280_size,s e rʲ
myv,Uralic,Mordvin,280_size,p o k ʃ o l m a
myv,Uralic,Mordvin,281_length,k u v a l m o
myv,Uralic,Mordvin,282_height,s e rʲ
myv,Uralic,Mordvin,282_height,p a n d o
myv,Uralic,Mordvin,283_weight,s t a l m o
myv,Uralic,Mordvin,284_amount,l o v o v k s
myv,Uralic,Mordvin,285_heap,m a r
myv,Uralic,Mordvin,285_heap,v a lʲ a v k s
myv,Uralic,Mordvin,286_row,rʲ a d
myv,Uralic,Mordvin,287_boat,v e n tɕ
myv,Uralic,Mordvin,288_oar,mʲ i lʲ o
myv,Uralic,Mordvin,289_sleigh,n u r d t
myv,Uralic,Mordvin,28_hand,k e dʲ
myv,Uralic,Mordvin,290_ski,s o k s
myv,Uralic,Mordvin,291_campfire,t o l b a n dʲ a
myv,Uralic,Mordvin,292_load,s t a l m o
myv,Uralic,Mordvin,292_load,k a n d o m a
myv,Uralic,Mordvin,293_walk,m o lʲ e m a
myv,Uralic,Mordvin,293_walk,j a k a m o
myv,Uralic,Mordvin,294_step,e s k e lʲ k s
myv,Uralic,Mordvin,295_north,j a k ʃ a m o + j o n k s
myv,Uralic,Mordvin,296_south,lʲ e m b e + j o n k s
myv,Uralic,Mordvin,297_west,tɕʲ i v a l g o m a
myv,Uralic,Mordvin,298_east,tɕʲ i lʲ i sʲ e m a
myv,Uralic,Mordvin,299_wood,tɕ u v t o
myv,Uralic,Mordvin,29_palm,k e dʲ k u n ʃ k a
myv,Uralic,Mordvin,29_palm,k e dʲ l a p u ʃ k a
myv,Uralic,Mordvin,2_ear,p i lʲ e
myv,Uralic,Mordvin,300_board,l a z
myv,Uralic,Mordvin,301_slab,p lʲ i t a
myv,Uralic,Mordvin,302_supportrest,ɲ e ʒ e
myv,Uralic,Mordvin,303_pole,o l g a
myv,Uralic,Mordvin,304_stick,m a n d o
myv,Uralic,Mordvin,305_staff,o l o g a
myv,Uralic,Mordvin,306_pipe,t u r b a
myv,Uralic,Mordvin,307_house,k u d o
myv,Uralic,Mordvin,308_home,k u d o
myv,Uralic,Mordvin,309_stove,k a ʃ t o m o
myv,Uralic,Mordvin,30_finger,s u r
myv,Uralic,Mordvin,310_floor,k i j a k s
myv,Uralic,Mordvin,311_table,s t o lʲ
myv,Uralic,Mordvin,312_chair,s t u l
myv,Uralic,Mordvin,313_cradle,l a v sʲ
myv,Uralic,Mordvin,313_cradle,n u rʲ a m o t
myv,Uralic,Mordvin,314_bed,a ts a m o
myv,Uralic,Mordvin,315_shelf,l a v sʲ a
myv,Uralic,Mordvin,315_shelf,l a v sʲ a l a n g o
myv,Uralic,Mordvin,316_box,g o r o b i j a
myv,Uralic,Mordvin,316_box,s u n d u k
myv,Uralic,Mordvin,317_window,v a lʲ m a
myv,Uralic,Mordvin,318_door,k e n k ʃ
myv,Uralic,Mordvin,319_gate,o r t a t
myv,Uralic,Mordvin,31_fingernail,k e n ʒ e
myv,Uralic,Mordvin,320_fence,p i rʲ a v t
myv,Uralic,Mordvin,320_fence,p i r v a k s
myv,Uralic,Mordvin,321_roof,k u d o p rʲ a
myv,Uralic,Mordvin,322_ladder,k u z tʲ e m a
myv,Uralic,Mordvin,323_broom,tʲ e n s tʲ
myv,Uralic,Mordvin,324_spade,k o j mʲ e
myv,Uralic,Mordvin,325_shovel,k e tɕʲ e
myv,Uralic,Mordvin,325_shovel,k e lʲ e j + k o j mʲ e
myv,Uralic,Mordvin,326_fork,sʲ a n g i ɲ e
myv,Uralic,Mordvin,327_spoon,p e n tɕ
myv,Uralic,Mordvin,328_knife,p e j e lʲ
myv,Uralic,Mordvin,329_nail,e s k e
myv,Uralic,Mordvin,32_nail,k e n ʒ e
myv,Uralic,Mordvin,330_net,a l t ɨ m a
myv,Uralic,Mordvin,331_hook,k e tɕ k a z
myv,Uralic,Mordvin,332_handle,k e d ɲ e
myv,Uralic,Mordvin,333_lock,z a m o k
myv,Uralic,Mordvin,333_lock,p a n ʒ o m a
myv,Uralic,Mordvin,334_picture,k a r tʲ i n a
myv,Uralic,Mordvin,335_figure,r u n g o
myv,Uralic,Mordvin,336_doll,ɲ a k a
myv,Uralic,Mordvin,337_pouch,k e s k a v
myv,Uralic,Mordvin,338_bundle,k e rʲ k s
myv,Uralic,Mordvin,339_bag,j u d m a
myv,Uralic,Mordvin,33_toe,p i lʲ g e + s u r
myv,Uralic,Mordvin,340_bucket,v e d r a
myv,Uralic,Mordvin,341_coverlid,v e lʲ k s
myv,Uralic,Mordvin,342_dishes,k e dʲ g e
myv,Uralic,Mordvin,343_sack,k e s k a v
myv,Uralic,Mordvin,344_cup,tɕ a k ʃ
myv,Uralic,Mordvin,345_pot,k a s t rʲ u lʲ a
myv,Uralic,Mordvin,346_kettle,k o tʲ o l
myv,Uralic,Mordvin,347_meal,j a r s a m o
myv,Uralic,Mordvin,348_food,j a r s a m o p e lʲ
myv,Uralic,Mordvin,349_dish,j a r s a m o p e lʲ
myv,Uralic,Mordvin,34_foot,p i lʲ g e
myv,Uralic,Mordvin,350_meat,s ɨ v e lʲ
myv,Uralic,Mordvin,351_corn,sʲ u r o
myv,Uralic,Mordvin,352_mush,k a ʃ a
myv,Uralic,Mordvin,353_bread,k ʃ i
myv,Uralic,Mordvin,354_slice,k o tɕ o m
myv,Uralic,Mordvin,354_slice,s u s k o m o
myv,Uralic,Mordvin,355_fat,k u j a
myv,Uralic,Mordvin,356_butter,o j
myv,Uralic,Mordvin,357_oil,o j
myv,Uralic,Mordvin,358_salt,s a l
myv,Uralic,Mordvin,359_soup,j a m
myv,Uralic,Mordvin,35_heel,k o tɕ k a rʲ a
myv,Uralic,Mordvin,360_honey,mʲ e dʲ
myv,Uralic,Mordvin,361_milk,l o v s o
myv,Uralic,Mordvin,362_tea,tɕ a j
myv,Uralic,Mordvin,363_leather,k i sʲ k e
myv,Uralic,Mordvin,364_wool,p o n a
myv,Uralic,Mordvin,365_cloth,k o ts t
myv,Uralic,Mordvin,366_needle,s a l m u k s
myv,Uralic,Mordvin,367_thread,s u rʲ e
myv,Uralic,Mordvin,368_button,p o v
myv,Uralic,Mordvin,369_knot,sʲ u l m o
myv,Uralic,Mordvin,36_knee,e lʲ e
myv,Uralic,Mordvin,36_knee,e z ɲ e
myv,Uralic,Mordvin,36_knee,k u m a ʒ a
myv,Uralic,Mordvin,370_paint,a r t o m a p e lʲ
myv,Uralic,Mordvin,371_clothes,o r ʃ a m o t
myv,Uralic,Mordvin,372_shirt,p a n a r
myv,Uralic,Mordvin,373_collar,sʲ i v e
myv,Uralic,Mordvin,374_sleeve,o ʒ a
myv,Uralic,Mordvin,375_trousers,p o n k s t
myv,Uralic,Mordvin,376_belt,k a r k s
myv,Uralic,Mordvin,377_cap,tɕ a p k a
myv,Uralic,Mordvin,378_shoe,t u f lʲ a
myv,Uralic,Mordvin,379_boot,k e m
myv,Uralic,Mordvin,37_thigh,k a tɕ o
myv,Uralic,Mordvin,380_ring,s u r k s
myv,Uralic,Mordvin,381_ribbon,lʲ e n t a
myv,Uralic,Mordvin,382_comb,s u r sʲ e mʲ e
myv,Uralic,Mordvin,383_mirror,tɕ a v a tɕ a m o
myv,Uralic,Mordvin,384_strap,k ʃ n a ɲ + k a r k s
myv,Uralic,Mordvin,385_string,p i k s
myv,Uralic,Mordvin,386_leash,v e dʲ mʲ e
myv,Uralic,Mordvin,387_blanket,v e lʲ tʲ a m o
myv,Uralic,Mordvin,388_pillow,t o d o v
myv,Uralic,Mordvin,389_scarf,p a tsʲ a
myv,Uralic,Mordvin,38_leg,p i lʲ g e
myv,Uralic,Mordvin,390_towel,n a r d a m o
myv,Uralic,Mordvin,391_force,v i j
myv,Uralic,Mordvin,392_strength,v i j e v tɕʲ i
myv,Uralic,Mordvin,393_health,ʃ u m b r a tɕʲ i
myv,Uralic,Mordvin,394_illness,o r m a
myv,Uralic,Mordvin,394_illness,s e rʲ e dʲ e m a
myv,Uralic,Mordvin,395_pain,s e rʲ e dʲ k s
myv,Uralic,Mordvin,396_wound,k e rʲ a v k s
myv,Uralic,Mordvin,397_fever,m a ʃ t ɨ k s
myv,Uralic,Mordvin,398_medicine,o r m a mʲ e ɲ k s
myv,Uralic,Mordvin,399_bridge,s e dʲ
myv,Uralic,Mordvin,399_bridge,m a d a m o
myv,Uralic,Mordvin,39_body,r u n g o
myv,Uralic,Mordvin,3_nose,s u d o
myv,Uralic,Mordvin,400_well,lʲ i sʲ m a
myv,Uralic,Mordvin,401_pasture,r a k ʃ a ɲ + v a n o m a + t a r k a
myv,Uralic,Mordvin,402_path,j a n
myv,Uralic,Mordvin,403_way,k i
myv,Uralic,Mordvin,404_road,k i
myv,Uralic,Mordvin,405_village,v e lʲ e
myv,Uralic,Mordvin,406_town,o ʃ
myv,Uralic,Mordvin,407_letter,sʲ o r m a
myv,Uralic,Mordvin,408_book,k ɲ i g a
myv,Uralic,Mordvin,409_character,b u k v a
myv,Uralic,Mordvin,40_skin,k i sʲ k e
myv,Uralic,Mordvin,410_newspaper,g a zʲ e t a
myv,Uralic,Mordvin,411_life,e rʲ a m o
myv,Uralic,Mordvin,412_death,k u l o m a
myv,Uralic,Mordvin,413_grave,k a l m o
myv,Uralic,Mordvin,414_church,tsʲ e rʲ k o v a
myv,Uralic,Mordvin,415_sin,tɕ u m o tɕʲ i
myv,Uralic,Mordvin,416_god,p a z
myv,Uralic,Mordvin,417_worker,r o b o tɕʲ e j
myv,Uralic,Mordvin,418_boss,p rʲ a v t
myv,Uralic,Mordvin,419_master,k o l + tʲ e v e ɲ + tʲ e n tsʲ a
myv,Uralic,Mordvin,41_blood,v e rʲ
myv,Uralic,Mordvin,420_doctor,v r a tɕ
myv,Uralic,Mordvin,421_teacher,u tɕʲ i tʲ e lʲ
myv,Uralic,Mordvin,421_teacher,t o n a v t ɨ tsʲ a
myv,Uralic,Mordvin,422_money,j a r m a k
myv,Uralic,Mordvin,423_business,l a dʲ a zʲ + tʲ e v
myv,Uralic,Mordvin,424_shop,l a v k a
myv,Uralic,Mordvin,425_price,p i t ɲ e
myv,Uralic,Mordvin,426_ware,mʲ i j e v k s
myv,Uralic,Mordvin,426_ware,r a m a v k s
myv,Uralic,Mordvin,427_benefit,p a r o
myv,Uralic,Mordvin,427_benefit,lʲ e z e
myv,Uralic,Mordvin,428_wealth,sʲ u p a v tɕʲ i
myv,Uralic,Mordvin,429_world,mʲ i r
myv,Uralic,Mordvin,429_world,m a s t o r + l a n g o
myv,Uralic,Mordvin,42_vein,s a n
myv,Uralic,Mordvin,430_country,m a s t o r
myv,Uralic,Mordvin,431_state,g o s u d a r s t v a
myv,Uralic,Mordvin,432_king,k o r o lʲ
myv,Uralic,Mordvin,433_power,a z o r k s tɕʲ i
myv,Uralic,Mordvin,434_border,b u j e n + tʲ e ʃ k s
myv,Uralic,Mordvin,435_war,v o j n a
myv,Uralic,Mordvin,436_enemy,d u ʃ m a n
myv,Uralic,Mordvin,437_violence,n a rʲ g a m o
myv,Uralic,Mordvin,438_fight,tʲ u rʲ e m a
myv,Uralic,Mordvin,439_bow,n a l
myv,Uralic,Mordvin,43_sinew,k o sʲ k e + s a n
myv,Uralic,Mordvin,440_arrow,n a l
myv,Uralic,Mordvin,441_gun,r u ʒ i j a
myv,Uralic,Mordvin,441_gun,v i n t o v k a
myv,Uralic,Mordvin,442_mistake,j i lʲ v e dʲ k s
myv,Uralic,Mordvin,442_mistake,j i lʲ v e dʲ e v k s
myv,Uralic,Mordvin,443_lie,m a n tɕʲ e m a
myv,Uralic,Mordvin,443_lie,k e n g e lʲ e m a
myv,Uralic,Mordvin,444_damage,z ɨ j a n
myv,Uralic,Mordvin,445_misfortune,z ɨ j a n
myv,Uralic,Mordvin,446_fault,tɕ u m o tɕʲ i
myv,Uralic,Mordvin,447_age,ʃ k a
myv,Uralic,Mordvin,448_end,p e
myv,Uralic,Mordvin,449_time,ʃ k a
myv,Uralic,Mordvin,449_time,p i n g e
myv,Uralic,Mordvin,44_bone,p a k a rʲ
myv,Uralic,Mordvin,450_day,tɕʲ i
myv,Uralic,Mordvin,451_morning,v a l s k e
myv,Uralic,Mordvin,452_noon,tɕʲ i k u n ʃ k a
myv,Uralic,Mordvin,453_evening,tɕ o k ʃ n e
myv,Uralic,Mordvin,454_night,v e
myv,Uralic,Mordvin,455_week,ɲ e d lʲ a
myv,Uralic,Mordvin,456_month,k o v
myv,Uralic,Mordvin,457_year,j i j e
myv,Uralic,Mordvin,458_spring,t u n d o
myv,Uralic,Mordvin,459_summer,k i z e
myv,Uralic,Mordvin,45_brain,u dʲ e m
myv,Uralic,Mordvin,460_autumn,sʲ o k sʲ
myv,Uralic,Mordvin,461_winter,tʲ e lʲ e
myv,Uralic,Mordvin,462_january,j a k ʃ a m k o v
myv,Uralic,Mordvin,463_february,f e v r a lʲ
myv,Uralic,Mordvin,464_march,m a r t
myv,Uralic,Mordvin,465_april,a p rʲ e lʲ
myv,Uralic,Mordvin,466_may,m a j
myv,Uralic,Mordvin,467_june,j i j u ɲ
myv,Uralic,Mordvin,468_july,j i j u lʲ
myv,Uralic,Mordvin,469_august,a v g u s t
myv,Uralic,Mordvin,46_heart,sʲ e dʲ e j
myv,Uralic,Mordvin,470_september,sʲ e n tʲ a b rʲ a
myv,Uralic,Mordvin,471_october,o k tʲ a b rʲ a
myv,Uralic,Mordvin,472_november,n o j a b rʲ a
myv,Uralic,Mordvin,473_december,dʲ e k a b rʲ a
myv,Uralic,Mordvin,474_monday,p o n dʲ e lʲ ɲ i k
myv,Uralic,Mordvin,475_tuesday,o v t o r ɲ i k
myv,Uralic,Mordvin,476_wednesday,sʲ e rʲ o d a
myv,Uralic,Mordvin,477_thursday,tsʲ e tʲ v e rʲ g
myv,Uralic,Mordvin,478_friday,p e tsʲ a
myv,Uralic,Mordvin,479_saturday,s u b u t a
myv,Uralic,Mordvin,479_saturday,ʃ lʲ a m o tɕʲ i
myv,Uralic,Mordvin,47_stomach,p e k e
myv,Uralic,Mordvin,480_sunday,ɲ e d lʲ a tɕʲ i
myv,Uralic,Mordvin,481_big,j i ɲ e
myv,Uralic,Mordvin,481_big,p o k ʃ
myv,Uralic,Mordvin,482_little,v i ʃ k a
myv,Uralic,Mordvin,483_long,k u v a k a
myv,Uralic,Mordvin,484_short,n u rʲ k i ɲ e
myv,Uralic,Mordvin,485_wide,k e lʲ e j
myv,Uralic,Mordvin,486_narrow,tʲ e j i ɲ e
myv,Uralic,Mordvin,487_dense,t u s t o
myv,Uralic,Mordvin,488_thick,e tɕ k e
myv,Uralic,Mordvin,489_thin,tɕ o v i ɲ e
myv,Uralic,Mordvin,48_liver,m a k s o
myv,Uralic,Mordvin,490_delicatefine,tɕ o v i ɲ e
myv,Uralic,Mordvin,491_firmsolid,k e mʲ e
myv,Uralic,Mordvin,492_flat,l a p u ʒ a
myv,Uralic,Mordvin,493_smooth,v a l a ɲ a
myv,Uralic,Mordvin,494_hard,k a l g o d o
myv,Uralic,Mordvin,495_soft,tɕʲ e v tʲ e
myv,Uralic,Mordvin,496_round,k e v e rʲ
myv,Uralic,Mordvin,497_pointed,p ʃ tʲ i
myv,Uralic,Mordvin,498_sharp,p ʃ tʲ i
myv,Uralic,Mordvin,499_blunt,n o ʃ k a
myv,Uralic,Mordvin,49_breath,lʲ e k sʲ e m a
myv,Uralic,Mordvin,49_breath,o j mʲ e ɲ + t a r g sʲ e m a
myv,Uralic,Mordvin,4_mouth,k u r g o
myv,Uralic,Mordvin,500_heavy,s t a k a
myv,Uralic,Mordvin,501_beautiful,m a z ɨ j
myv,Uralic,Mordvin,502_hot,p sʲ i
myv,Uralic,Mordvin,503_warm,lʲ e m b e
myv,Uralic,Mordvin,504_cold,j a k ʃ a m o
myv,Uralic,Mordvin,505_cool,e k ʃ e
myv,Uralic,Mordvin,506_fresh,s v e ʒ a
myv,Uralic,Mordvin,507_damp,lʲ e tʲ k e
myv,Uralic,Mordvin,508_wet,n a tɕ k o
myv,Uralic,Mordvin,509_dry,k o sʲ k e
myv,Uralic,Mordvin,50_hunger,v a tɕ o tɕʲ i
myv,Uralic,Mordvin,510_full,p e ʃ k sʲ e
myv,Uralic,Mordvin,511_empty,tɕ a v o
myv,Uralic,Mordvin,512_open,p a n ʒ a d o
myv,Uralic,Mordvin,512_open,v i dʲ e
myv,Uralic,Mordvin,513_closed,p e k s t a zʲ
myv,Uralic,Mordvin,513_closed,sʲ o l g o zʲ
myv,Uralic,Mordvin,514_clean,v a ɲ k s
myv,Uralic,Mordvin,515_dirty,lʲ i v e zʲ e v
myv,Uralic,Mordvin,516_raw,v e rʲ e k
myv,Uralic,Mordvin,517_ripe,k e ɲ e rʲ e zʲ
myv,Uralic,Mordvin,518_delicious,t a n tʲ e j
myv,Uralic,Mordvin,519_sweet,l a m b a m o
myv,Uralic,Mordvin,51_tear,sʲ e l v e dʲ
myv,Uralic,Mordvin,520_bitter,s e p e j
myv,Uralic,Mordvin,521_sour,tɕ a p a m o
myv,Uralic,Mordvin,522_bright,v a l d o
myv,Uralic,Mordvin,523_dark,tɕ o p o d a
myv,Uralic,Mordvin,524_black,r au ʒ o
myv,Uralic,Mordvin,525_white,a ʃ o
myv,Uralic,Mordvin,526_red,j a k s tʲ e rʲ e
myv,Uralic,Mordvin,527_yellow,o ʒ o
myv,Uralic,Mordvin,528_blue,s e ɲ
myv,Uralic,Mordvin,529_green,p i ʒ e
myv,Uralic,Mordvin,52_flavour,t a n s tʲ
myv,Uralic,Mordvin,530_grey,ʃ e r ʒ e v
myv,Uralic,Mordvin,531_colourful,sʲ o r m a v
myv,Uralic,Mordvin,532_cheap,a v o lʲ + p i t ɲ e j
myv,Uralic,Mordvin,533_expensive,p i t ɲ e j
myv,Uralic,Mordvin,534_precious,p i t ɲ e j
myv,Uralic,Mordvin,535_blind,s o k o r
myv,Uralic,Mordvin,536_deaf,a m a rʲ i tsʲ a
myv,Uralic,Mordvin,537_powerful,p e k + v i j e v
myv,Uralic,Mordvin,538_strong,v i j e v
myv,Uralic,Mordvin,539_weak,l a v ʃ o
myv,Uralic,Mordvin,53_odour,tɕʲ i ɲ e
myv,Uralic,Mordvin,540_fat,k u j a
myv,Uralic,Mordvin,541_slim,v i dʲ e + r o n g a
myv,Uralic,Mordvin,542_pretty,m a z ɨ j
myv,Uralic,Mordvin,543_evil,k e ʒ e j
myv,Uralic,Mordvin,544_stupid,tɕ a v o l a
myv,Uralic,Mordvin,544_stupid,p rʲ e v tʲ e mʲ e
myv,Uralic,Mordvin,545_lazy,n u zʲ a k s
myv,Uralic,Mordvin,546_diligent,mʲ e lʲ e ɲ + p u t ɨ tsʲ a
myv,Uralic,Mordvin,547_stingy,s k u p o j
myv,Uralic,Mordvin,548_clever,p rʲ e v e j
myv,Uralic,Mordvin,549_skilful,m a ʃ t o zʲ + tʲ e j e zʲ
myv,Uralic,Mordvin,54_sleep,u d o m a
myv,Uralic,Mordvin,550_dear,v a d rʲ a
myv,Uralic,Mordvin,551_merry,v e sʲ o l a
myv,Uralic,Mordvin,552_gentle,s e tʲ mʲ e
myv,Uralic,Mordvin,553_hungry,v a tɕ o
myv,Uralic,Mordvin,554_sickill,s e rʲ e dʲ i tsʲ a
myv,Uralic,Mordvin,555_naked,ʃ t a p o
myv,Uralic,Mordvin,556_sad,n u s m a ɲ a
myv,Uralic,Mordvin,557_living,e rʲ i tsʲ a
myv,Uralic,Mordvin,558_good,p a r o
myv,Uralic,Mordvin,559_bad,b e rʲ a ɲ
myv,Uralic,Mordvin,55_dream,o n
myv,Uralic,Mordvin,560_correct,v i dʲ e
myv,Uralic,Mordvin,561_nastydire,b e rʲ a ɲ
myv,Uralic,Mordvin,562_true,a l k u k s o ɲ
myv,Uralic,Mordvin,563_old,t a ʃ t o
myv,Uralic,Mordvin,564_new,o d
myv,Uralic,Mordvin,565_former,j i k e lʲ e ɲ
myv,Uralic,Mordvin,566_agedold,s ɨ rʲ e
myv,Uralic,Mordvin,567_young,o d
myv,Uralic,Mordvin,568_poor,k a ʒ o v
myv,Uralic,Mordvin,569_rich,sʲ u p a v
myv,Uralic,Mordvin,56_sky,mʲ e ɲ e lʲ
myv,Uralic,Mordvin,570_familiar,s o d a v i k s
myv,Uralic,Mordvin,571_famous,s o d a v i k s
myv,Uralic,Mordvin,572_foreign,lʲ i j a
myv,Uralic,Mordvin,572_foreign,a s o d a v i k s
myv,Uralic,Mordvin,573_different,e rʲ v a
myv,Uralic,Mordvin,574_near,a + v a s o l o ɲ
myv,Uralic,Mordvin,575_far,u m o ɲ
myv,Uralic,Mordvin,575_far,k e z e rʲ e ɲ
myv,Uralic,Mordvin,576_left,k e r ʃ
myv,Uralic,Mordvin,577_right,v i tʲ
myv,Uralic,Mordvin,578_other,lʲ i j a
myv,Uralic,Mordvin,579_first,v a sʲ e ɲ
myv,Uralic,Mordvin,579_first,v a sʲ e n tsʲ e
myv,Uralic,Mordvin,57_sun,tɕʲ i
myv,Uralic,Mordvin,580_second,o m b o tsʲ e
myv,Uralic,Mordvin,581_third,k o l m o tsʲ e
myv,Uralic,Mordvin,582_last,mʲ e j e lʲ tsʲ e
myv,Uralic,Mordvin,583_alone,b a ʃ k a
myv,Uralic,Mordvin,583_alone,sʲ k a m o n z o
myv,Uralic,Mordvin,584_atonce,v e j s e
myv,Uralic,Mordvin,585_together,v e j s
myv,Uralic,Mordvin,585_together,v e j s e
myv,Uralic,Mordvin,586_long,k u v a tʲ
myv,Uralic,Mordvin,587_suddenly,a p a k + u tɕ o
myv,Uralic,Mordvin,588_instantly,k u r o k
myv,Uralic,Mordvin,588_instantly,ɲ e j k e
myv,Uralic,Mordvin,589_later,mʲ e j lʲ e
myv,Uralic,Mordvin,58_moon,k o v
myv,Uralic,Mordvin,590_now,ɲ e j
myv,Uralic,Mordvin,591_today,tʲ e tɕʲ i
myv,Uralic,Mordvin,592_tomorrow,v a n d ɨ
myv,Uralic,Mordvin,593_soon,k u r o k
myv,Uralic,Mordvin,594_then,mʲ e j lʲ e
myv,Uralic,Mordvin,594_then,sʲ e dʲ e + mʲ e j lʲ e
myv,Uralic,Mordvin,595_yesterday,j i sʲ a k
myv,Uralic,Mordvin,596_once,v e s tʲ
myv,Uralic,Mordvin,596_once,zʲ a r d o b u tʲ i
myv,Uralic,Mordvin,597_atthattime,sʲ e s t e
myv,Uralic,Mordvin,598_afterwards,mʲ e j lʲ e
myv,Uralic,Mordvin,598_afterwards,sʲ e dʲ e + mʲ e j lʲ e
myv,Uralic,Mordvin,599_before,v a s ɲ a j a k
myv,Uralic,Mordvin,59_star,tʲ e ʃ tʲ e
myv,Uralic,Mordvin,5_tooth,p e j
myv,Uralic,Mordvin,600_atfirst,v a s ɲ a
myv,Uralic,Mordvin,601_once,v e s tʲ
myv,Uralic,Mordvin,602_sometimes,lʲ i j a s t o
myv,Uralic,Mordvin,603_often,sʲ e j e tʲ s t e
myv,Uralic,Mordvin,604_always,s v a l
myv,Uralic,Mordvin,605_never,a + zʲ a r d o j a k
myv,Uralic,Mordvin,606_here,tʲ e s e
myv,Uralic,Mordvin,607_hither,tʲ e j
myv,Uralic,Mordvin,608_hence,tʲ e s t e
myv,Uralic,Mordvin,609_there,t o s o
myv,Uralic,Mordvin,60_air,k o ʃ t
myv,Uralic,Mordvin,610_thither,t o v
myv,Uralic,Mordvin,611_ahead,v i tʲ s t e
myv,Uralic,Mordvin,612_forward,j i k e lʲ e v
myv,Uralic,Mordvin,613_backward,mʲ e k e v
myv,Uralic,Mordvin,614_back,mʲ e k e v
myv,Uralic,Mordvin,615_below,a l o
myv,Uralic,Mordvin,616_down,a l o v
myv,Uralic,Mordvin,617_above,v e rʲ e
myv,Uralic,Mordvin,618_up,v e rʲ e v
myv,Uralic,Mordvin,619_everywhere,e rʲ v a + k o s o
myv,Uralic,Mordvin,61_wind,v a r m a
myv,Uralic,Mordvin,620_not,a
myv,Uralic,Mordvin,621_alittle,a l a m o ʃ k a
myv,Uralic,Mordvin,622_hardly,a n sʲ a k
myv,Uralic,Mordvin,623_very,p e k
myv,Uralic,Mordvin,623_very,v e lʲ tʲ
myv,Uralic,Mordvin,624_so,j i s tʲ a
myv,Uralic,Mordvin,625_still,t a g o
myv,Uralic,Mordvin,626_only,a n sʲ a k
myv,Uralic,Mordvin,627_already,u ʃ
myv,Uralic,Mordvin,628_again,t a g o
myv,Uralic,Mordvin,629_invain,s tʲ a k o
myv,Uralic,Mordvin,62_wave,t o l k u n
myv,Uralic,Mordvin,630_infrontof,j i k e lʲ e
myv,Uralic,Mordvin,631_behind,v e lʲ dʲ e
myv,Uralic,Mordvin,632_under,a l o
myv,Uralic,Mordvin,633_through,p a tɕ k
myv,Uralic,Mordvin,634_nextto,v a k s s o
myv,Uralic,Mordvin,635_between,j u t k s o
myv,Uralic,Mordvin,636_becauseof,k i s
myv,Uralic,Mordvin,636_becauseof,k o rʲ a s
myv,Uralic,Mordvin,636_becauseof,k u v a l t
myv,Uralic,Mordvin,637_this,tʲ e
myv,Uralic,Mordvin,638_that,tʲ e
myv,Uralic,Mordvin,638_that,t o n a
myv,Uralic,Mordvin,639_everything,v e sʲ e
myv,Uralic,Mordvin,639_everything,v e sʲ e mʲ e sʲ
myv,Uralic,Mordvin,63_water,v e dʲ
myv,Uralic,Mordvin,640_i,m o n
myv,Uralic,Mordvin,641_thou,t o n
myv,Uralic,Mordvin,642_he,s o n
myv,Uralic,Mordvin,643_we,mʲ i ɲ
myv,Uralic,Mordvin,644_you,t ɨ ɲ
myv,Uralic,Mordvin,645_they,s ɨ ɲ
myv,Uralic,Mordvin,646_what,mʲ e zʲ e
myv,Uralic,Mordvin,647_who,k i
myv,Uralic,Mordvin,648_where,k o s o
myv,Uralic,Mordvin,649_whereto,k o v
myv,Uralic,Mordvin,649_whereto,k o z o
myv,Uralic,Mordvin,64_stone,k e v
myv,Uralic,Mordvin,650_how,k o d a
myv,Uralic,Mordvin,651_why,mʲ e k s
myv,Uralic,Mordvin,652_howmuch,zʲ a r o
myv,Uralic,Mordvin,653_one,v e j k e
myv,Uralic,Mordvin,654_two,k a v t o
myv,Uralic,Mordvin,655_three,k o l m o
myv,Uralic,Mordvin,656_four,ɲ i lʲ e
myv,Uralic,Mordvin,657_five,v e tʲ e
myv,Uralic,Mordvin,658_six,k o t o
myv,Uralic,Mordvin,659_seven,sʲ i sʲ e m
myv,Uralic,Mordvin,65_ground,m o d a
myv,Uralic,Mordvin,660_eight,k a v k s o
myv,Uralic,Mordvin,661_nine,v e j k s e
myv,Uralic,Mordvin,662_ten,k e mʲ e ɲ
myv,Uralic,Mordvin,663_eleven,k e v e j k e j e
myv,Uralic,Mordvin,664_twelve,k e m g a v t o v o
